	Gene	merge1
5469	AT1G64840.Araport11.447	498
5470	AT1G64850.Araport11.447	2460
5471	AT1G64860.Araport11.447	396
5472	AT1G64870.Araport11.447	1
5473	AT1G64880.Araport11.447	2183
5474	AT1G64890.Araport11.447	392
5475	AT1G64900.Araport11.447	225
5476	AT1G64910.Araport11.447	100
5477	AT1G64920.Araport11.447	629
5478	AT1G64930.Araport11.447	258
5479	AT1G64940.Araport11.447	175
5480	AT1G64950.Araport11.447	2706
5481	AT1G64960.Araport11.447	80
5482	AT1G64970.Araport11.447	104
5483	AT1G64980.Araport11.447	1564
5484	AT1G64990.Araport11.447	1370
5485	AT1G65000.Araport11.447	578
5486	AT1G65010.Araport11.447	2125
5487	AT1G65020.Araport11.447	1063
5488	AT1G65030.Araport11.447	1071
5489	AT1G65032.Araport11.447	306
5490	AT1G65040.Araport11.447	724
5491	AT1G65050.Araport11.447	0
5492	AT1G65060.Araport11.447	124
5493	AT1G65070.Araport11.447	138
5494	AT1G65080.Araport11.447	152
5495	AT1G65090.Araport11.447	1
5496	AT1G65110.Araport11.447	8
5497	AT1G65113.Araport11.447	2
5498	AT1G65120.Araport11.447	31
5499	AT1G65130.Araport11.447	22
5500	AT1G65140.Araport11.447	1
5501	AT1G65150.Araport11.447	27
5502	AT1G65160.Araport11.447	0
5503	AT1G65165.Araport11.447	1
5504	AT1G65170.Araport11.447	4
5505	AT1G65180.Araport11.447	137
5506	AT1G65190.Araport11.447	32
5507	AT1G65200.Araport11.447	7
5508	AT1G65210.Araport11.447	0
5509	AT1G65220.Araport11.447	3506
5510	AT1G65230.Araport11.447	22
5511	AT1G65240.Araport11.447	1
5512	AT1G65250.Araport11.447	20
5513	AT1G65260.Araport11.447	1432
5514	AT1G65270.Araport11.447	2216
5515	AT1G65280.Araport11.447	934
5516	AT1G65290.Araport11.447	14536
5517	AT1G65295.Araport11.447	1284
5518	AT1G65300.Araport11.447	5
5519	AT1G65310.Araport11.447	2627
5520	AT1G65320.Araport11.447	399
5521	AT1G65330.Araport11.447	28
5522	AT1G65340.Araport11.447	1
5523	AT1G65342.Araport11.447	6
5524	AT1G65350.Araport11.447	1
5525	AT1G65346.Araport11.447	0
5526	AT1G65349.Araport11.447	0
5527	AT1G65352.Araport11.447	0
5528	AT1G65360.Araport11.447	0
5529	AT1G65370.Araport11.447	740
5530	AT1G65380.Araport11.447	191
5531	AT1G65390.Araport11.447	15
5532	AT1G65410.Araport11.447	393
5533	AT1G65420.Araport11.447	165
5534	AT1G65425.Araport11.447	0
5535	AT1G65430.Araport11.447	856
5536	AT1G65440.Araport11.447	693
5537	AT1G65450.Araport11.447	11
5538	AT1G65470.Araport11.447	370
5539	AT1G65480.Araport11.447	2
5540	AT1G65481.Araport11.447	171
5541	AT1G65483.Araport11.447	19
5542	AT1G65484.Araport11.447	7
5543	AT1G65486.Araport11.447	20
5544	AT1G65490.Araport11.447	3
5545	AT1G65500.Araport11.447	8
5546	AT1G65510.Araport11.447	1303
5547	AT1G65520.Araport11.447	1831
5548	AT1G65540.Araport11.447	608
5549	AT1G65541.Araport11.447	0
5550	AT1G65550.Araport11.447	7
5551	AT1G65560.Araport11.447	259
5552	AT1G65570.Araport11.447	992
5553	AT1G65580.Araport11.447	535
5554	AT1G65590.Araport11.447	862
5555	AT1G65610.Araport11.447	1130
5556	AT1G65620.Araport11.447	72
5557	AT1G65630.Araport11.447	3
5558	AT1G65640.Araport11.447	0
5559	AT1G65650.Araport11.447	1065
5560	AT1G65660.Araport11.447	670
5561	AT1G65670.Araport11.447	4
5562	AT1G65680.Araport11.447	1
5563	AT1G65681.Araport11.447	1
5564	AT1G65690.Araport11.447	1098
5565	AT1G65700.Araport11.447	1113
5566	AT1G65710.Araport11.447	236
5567	AT1G65720.Araport11.447	11046
5568	AT1G65730.Araport11.447	422
5569	AT1G65735.Araport11.447	2
5570	AT1G65740.Araport11.447	0
5571	AT1G65760.Araport11.447	2
5572	AT1G65770.Araport11.447	1
5573	AT1G65780.Araport11.447	6
5574	AT1G65790.Araport11.447	8
5575	AT1G65800.Araport11.447	4
5576	AT1G65810.Araport11.447	8
5577	AT1G65820.Araport11.447	10188
5578	AT1G65840.Araport11.447	1898
5579	AT1G65845.Araport11.447	9816
5580	AT1G65850.Araport11.447	126
5581	AT1G65860.Araport11.447	9
5582	AT1G65870.Araport11.447	4
5583	AT1G65880.Araport11.447	2
5584	AT1G65890.Araport11.447	0
5585	AT1G65900.Araport11.447	237
5586	AT1G65910.Araport11.447	14
5587	AT1G65920.Araport11.447	46
5588	AT1G65930.Araport11.447	17363
5589	AT1G65950.Araport11.447	305
5590	AT1G65960.Araport11.447	1817
5591	AT1G65970.Araport11.447	11615
5592	AT1G65980.Araport11.447	15702
5593	AT1G65985.Araport11.447	1223
5594	AT1G65990.Araport11.447	2
5595	AT1G66000.Araport11.447	11
5596	AT1G66020.Araport11.447	35
5597	AT1G66030.Araport11.447	91
5598	AT1G66040.Araport11.447	5
5599	AT1G66045.Araport11.447	1
5600	AT1G66050.Araport11.447	65
5601	AT1G66060.Araport11.447	1
5602	AT1G66070.Araport11.447	1157
5603	AT1G66080.Araport11.447	173
5604	AT1G66090.Araport11.447	2
5605	AT1G66100.Araport11.447	2
5606	AT1G66110.Araport11.447	1
5607	AT1G66120.Araport11.447	0
5608	AT1G66130.Araport11.447	51
5609	AT1G66140.Araport11.447	1504
5610	AT1G66145.Araport11.447	1
5611	AT1G66150.Araport11.447	1584
5612	AT1G66160.Araport11.447	258
5613	AT1G66170.Araport11.447	14
5614	AT1G66180.Araport11.447	729
5615	AT1G66190.Araport11.447	270
5616	AT1G66200.Araport11.447	17509
5617	AT1G66210.Araport11.447	2
5618	AT1G66220.Araport11.447	8
5619	AT1G66230.Araport11.447	120
5620	AT1G66235.Araport11.447	5
5621	AT1G66240.Araport11.447	13619
5622	AT1G66245.Araport11.447	5
5623	AT1G66250.Araport11.447	872
5624	AT1G66260.Araport11.447	1743
5625	AT1G66270.Araport11.447	22296
5626	AT1G66280.Araport11.447	22619
5627	AT1G66290.Araport11.447	0
5628	AT1G66300.Araport11.447	2
5629	AT1G66310.Araport11.447	0
5630	AT1G66320.Araport11.447	6
5631	AT1G66330.Araport11.447	241
5632	AT1G66340.Araport11.447	664
5633	AT1G66345.Araport11.447	119
5634	AT1G66350.Araport11.447	147
5635	AT1G66360.Araport11.447	2
5636	AT1G66370.Araport11.447	1
5637	AT1G66380.Araport11.447	4
5638	AT1G66390.Araport11.447	7
5639	AT1G66400.Araport11.447	125
5640	AT1G66410.Araport11.447	11720
5641	AT1G66420.Araport11.447	2
5642	AT1G66430.Araport11.447	775
5643	AT1G66440.Araport11.447	50
5644	AT1G66450.Araport11.447	69
5645	AT1G66465.Araport11.447	4
5646	AT1G66460.Araport11.447	54
5647	AT1G66470.Araport11.447	601
5648	AT1G66480.Araport11.447	204
5649	AT1G66490.Araport11.447	1
5650	AT1G66500.Araport11.447	287
5651	AT1G66510.Araport11.447	367
5652	AT1G66520.Araport11.447	111
5653	AT1G66530.Araport11.447	787
5654	AT1G66540.Araport11.447	36
5655	AT1G66550.Araport11.447	6
5656	AT1G66560.Araport11.447	3
5657	AT1G66570.Araport11.447	1
5658	AT1G66580.Araport11.447	24234
5659	AT1G66590.Araport11.447	307
5660	AT1G66600.Araport11.447	41
5661	AT1G66610.Araport11.447	4
5662	AT1G66620.Araport11.447	484
5663	AT1G66630.Araport11.447	0
5664	AT1G66640.Araport11.447	3
5665	AT1G66650.Araport11.447	48
5666	AT1G66660.Araport11.447	276
5667	AT1G66670.Araport11.447	1063
5668	AT1G66680.Araport11.447	3203
5669	AT1G66690.Araport11.447	154
5670	AT1G66700.Araport11.447	36
5671	AT1G66720.Araport11.447	19
5672	AT1G66730.Araport11.447	685
5673	AT1G66740.Araport11.447	547
5674	AT1G66750.Araport11.447	422
5675	AT1G66760.Araport11.447	1310
5676	AT1G66770.Araport11.447	1
5677	AT1G66780.Araport11.447	22
5678	AT1G66800.Araport11.447	1150
5679	AT1G66810.Araport11.447	52
5680	AT1G66820.Araport11.447	0
5681	AT1G66830.Araport11.447	3
5682	AT1G66840.Araport11.447	25
5683	AT1G66850.Araport11.447	2
5684	AT1G66852.Araport11.447	0
5685	AT1G66855.Araport11.447	1
5686	AT1G66860.Araport11.447	1
5687	AT1G66870.Araport11.447	5
5688	AT1G66880.Araport11.447	244
5689	AT1G66890.Araport11.447	451
5690	AT1G66900.Araport11.447	502
5691	AT1G66910.Araport11.447	2
5692	AT1G66920.Araport11.447	14
5693	AT1G66930.Araport11.447	36
5694	AT1G66940.Araport11.447	6
5695	AT1G66950.Araport11.447	19
5696	AT1G66960.Araport11.447	15
5697	AT1G66970.Araport11.447	22
5698	AT1G66980.Araport11.447	4
5699	AT1G67000.Araport11.447	8
5700	AT1G67020.Araport11.447	16
5701	AT1G67025.Araport11.447	2
5702	AT1G67030.Araport11.447	4402
5703	AT1G67035.Araport11.447	111
5704	AT1G67040.Araport11.447	34
5705	AT1G67050.Araport11.447	182
5706	AT1G67060.Araport11.447	761
5707	AT1G67070.Araport11.447	121
5708	AT1G67080.Araport11.447	1645
5709	AT1G67090.Araport11.447	4787
5710	AT1G67100.Araport11.447	5
5711	AT1G67110.Araport11.447	108
5712	AT1G67120.Araport11.447	291
5713	AT1G67130.Araport11.447	1
5714	AT1G67140.Araport11.447	311
5715	AT1G67148.Araport11.447	589
5716	AT1G67150.Araport11.447	78
5717	AT1G67160.Araport11.447	4
5718	AT1G67170.Araport11.447	281
5719	AT1G67180.Araport11.447	65
5720	AT1G67190.Araport11.447	245
5721	AT1G67210.Araport11.447	76
5722	AT1G67220.Araport11.447	20
5723	AT1G67230.Araport11.447	2601
5724	AT1G67235.Araport11.447	0
5725	AT1G67250.Araport11.447	5200
5726	AT1G67260.Araport11.447	12
5727	AT1G67265.Araport11.447	10
5728	AT1G67270.Araport11.447	92
5729	AT1G67280.Araport11.447	2520
5730	AT1G67290.Araport11.447	10
5731	AT1G67300.Araport11.447	592
5732	AT1G67310.Araport11.447	339
5733	AT1G67320.Araport11.447	611
5734	AT1G67325.Araport11.447	697
5735	AT1G67330.Araport11.447	4157
5736	AT1G67340.Araport11.447	981
5737	AT1G67350.Araport11.447	8524
5738	AT1G67360.Araport11.447	2118
5739	AT1G67370.Araport11.447	64
5740	AT1G67390.Araport11.447	5
5741	AT1G67400.Araport11.447	136
5742	AT1G67410.Araport11.447	196
5743	AT1G67420.Araport11.447	196
5744	AT1G67430.Araport11.447	39327
5745	AT1G67440.Araport11.447	73
5746	AT1G67450.Araport11.447	1
5747	AT1G67455.Araport11.447	3
5748	AT1G67460.Araport11.447	13
5749	AT1G67470.Araport11.447	85
5750	AT1G67480.Araport11.447	3009
5751	AT1G67490.Araport11.447	417
5752	AT1G67500.Araport11.447	201
5753	AT1G67510.Araport11.447	134
5754	AT1G67520.Araport11.447	33
5755	AT1G67530.Araport11.447	144
5756	AT1G67540.Araport11.447	2
5757	AT1G67550.Araport11.447	367
5758	AT1G67560.Araport11.447	645
5759	AT1G67570.Araport11.447	282
5760	AT1G67580.Araport11.447	490
5761	AT1G67590.Araport11.447	1049
5762	AT1G67600.Araport11.447	141
5763	AT1G67620.Araport11.447	1049
5764	AT1G67623.Araport11.447	8
5765	AT1G67630.Araport11.447	297
5766	AT1G67635.Araport11.447	7
5767	AT1G67640.Araport11.447	2
5768	AT1G67650.Araport11.447	42
5769	AT1G67660.Araport11.447	166
5770	AT1G67670.Araport11.447	12
5771	AT1G67680.Araport11.447	1854
5772	AT1G67690.Araport11.447	190
5773	AT1G67700.Araport11.447	391
5774	AT1G67710.Araport11.447	112
5775	AT1G67720.Araport11.447	142
5776	AT1G67730.Araport11.447	5577
5777	AT1G67740.Araport11.447	300
5778	AT1G67750.Araport11.447	589
5779	AT1G67760.Araport11.447	45
5780	AT1G67770.Araport11.447	13
5781	AT1G67775.Araport11.447	3
5782	AT1G67780.Araport11.447	279
5783	AT1G67785.Araport11.447	6213
5784	AT1G67790.Araport11.447	224
5785	AT1G67800.Araport11.447	916
5786	AT1G67810.Araport11.447	1267
5787	AT1G67820.Araport11.447	153
5788	AT1G67830.Araport11.447	37
5789	AT1G67840.Araport11.447	289
5790	AT1G67850.Araport11.447	200
5791	AT1G67855.Araport11.447	0
5792	AT1G67856.Araport11.447	2
5793	AT1G67860.Araport11.447	3
5794	AT1G67865.Araport11.447	1
5795	AT1G67870.Araport11.447	117
5796	AT1G67880.Araport11.447	537
5797	AT1G67890.Araport11.447	258
5798	AT1G67900.Araport11.447	171
5799	AT1G67910.Araport11.447	204
5800	AT1G67920.Araport11.447	405
5801	AT1G67930.Araport11.447	811
5802	AT1G67940.Araport11.447	654
5803	AT1G67950.Araport11.447	763
5804	AT1G67960.Araport11.447	262
5805	AT1G67970.Araport11.447	84
5806	AT1G67980.Araport11.447	37
5807	AT1G67990.Araport11.447	1
5808	AT1G68000.Araport11.447	4026
5809	AT1G68010.Araport11.447	109
5810	AT1G68020.Araport11.447	216
5811	AT1G68030.Araport11.447	54
5812	AT1G68040.Araport11.447	2
5813	AT1G68050.Araport11.447	87
5814	AT1G68060.Araport11.447	982
5815	AT1G68070.Araport11.447	1345
5816	AT1G68080.Araport11.447	178
5817	AT1G68090.Araport11.447	1
5818	AT1G68100.Araport11.447	1285
5819	AT1G68110.Araport11.447	30
5820	AT1G68120.Araport11.447	65
5821	AT1G68130.Araport11.447	477
5822	AT1G68140.Araport11.447	2971
5823	AT1G68150.Araport11.447	2132
5824	AT1G68160.Araport11.447	578
5825	AT1G68170.Araport11.447	2
5826	AT1G68180.Araport11.447	20
5827	AT1G68185.Araport11.447	180
5828	AT1G68190.Araport11.447	12
5829	AT1G68200.Araport11.447	18
5830	AT1G68210.Araport11.447	3
5831	AT1G68220.Araport11.447	1295
5832	AT1G68230.Araport11.447	271
5833	AT1G68238.Araport11.447	157
5834	AT1G68240.Araport11.447	9
5835	AT1G68250.Araport11.447	0
5836	AT1G68260.Araport11.447	275
5837	AT1G68270.Araport11.447	2
5838	AT1G68280.Araport11.447	2
5839	AT1G68290.Araport11.447	41
5840	AT1G68300.Araport11.447	3297
5841	AT1G68310.Araport11.447	1329
5842	AT1G68320.Araport11.447	11
5843	AT1G68325.Araport11.447	2
5844	AT1G68330.Araport11.447	327
5845	AT1G68340.Araport11.447	113
5846	AT1G68350.Araport11.447	79
5847	AT1G68360.Araport11.447	124
5848	AT1G68370.Araport11.447	1439
5849	AT1G68380.Araport11.447	2
5850	AT1G68390.Araport11.447	67
5851	AT1G68400.Araport11.447	186
5852	AT1G68410.Araport11.447	583
5853	AT1G68420.Araport11.447	8
5854	AT1G68430.Araport11.447	223
5855	AT1G68440.Araport11.447	2370
5856	AT1G68450.Araport11.447	559
5857	AT1G68460.Araport11.447	33
5858	AT1G68470.Araport11.447	15
5859	AT1G68480.Araport11.447	11
5860	AT1G68490.Araport11.447	1783
5861	AT1G68500.Araport11.447	287
5862	AT1G68510.Araport11.447	0
5863	AT1G68520.Araport11.447	31
5864	AT1G68526.Araport11.447	0
5865	AT1G68530.Araport11.447	28
5866	AT1G68540.Araport11.447	100
5867	AT1G68550.Araport11.447	550
5868	AT1G68560.Araport11.447	1876
5869	AT1G68570.Araport11.447	57
5870	AT1G68580.Araport11.447	494
5871	AT1G68585.Araport11.447	25
5872	AT1G68590.Araport11.447	132
5873	AT1G68600.Araport11.447	17
5874	AT1G68610.Araport11.447	5
5875	AT1G68620.Araport11.447	782
5876	AT1G68630.Araport11.447	6
5877	AT1G68640.Araport11.447	63
5878	AT1G68650.Araport11.447	709
5879	AT1G68660.Araport11.447	926
5880	AT1G68670.Araport11.447	1177
5881	AT1G68680.Araport11.447	1780
5882	AT1G68690.Araport11.447	196
5883	AT1G68700.Araport11.447	5
5884	AT1G68710.Araport11.447	330
5885	AT1G68720.Araport11.447	2933
5886	AT1G68723.Araport11.447	1
5887	AT1G68725.Araport11.447	34
5888	AT1G68730.Araport11.447	301
5889	AT1G68740.Araport11.447	146
5890	AT1G68750.Araport11.447	17
5891	AT1G68760.Araport11.447	1158
5892	AT1G68765.Araport11.447	4
5893	AT1G68780.Araport11.447	11
5894	AT1G68790.Araport11.447	1602
5895	AT1G68795.Araport11.447	364
5896	AT1G68800.Araport11.447	9
5897	AT1G68810.Araport11.447	1028
5898	AT1G68820.Araport11.447	834
5899	AT1G68825.Araport11.447	460
5900	AT1G68830.Araport11.447	159
5901	AT1G68840.Araport11.447	1514
5902	AT1G68845.Araport11.447	10
5903	AT1G68850.Araport11.447	1196
5904	AT1G68862.Araport11.447	64
5905	AT1G68870.Araport11.447	48
5906	AT1G68875.Araport11.447	2
5907	AT1G68877.Araport11.447	1
5908	AT1G68880.Araport11.447	207
5909	AT1G68890.Araport11.447	42
5910	AT1G68905.Araport11.447	3
5911	AT1G68907.Araport11.447	1
5912	AT1G68910.Araport11.447	427
5913	AT1G68920.Araport11.447	391
5914	AT1G68930.Araport11.447	45
5915	AT1G68940.Araport11.447	96
5916	AT1G68935.Araport11.447	1
5917	AT1G68937.Araport11.447	1
5918	AT1G68945.Araport11.447	1103
5919	AT1G68960.Araport11.447	8
5920	AT1G68980.Araport11.447	108
5921	AT1G68990.Araport11.447	681
5922	AT1G69010.Araport11.447	1114
5923	AT1G69020.Araport11.447	74
5924	AT1G69030.Araport11.447	1558
5925	AT1G69040.Araport11.447	1007
5926	AT1G69050.Araport11.447	318
5927	AT1G69060.Araport11.447	266
5928	AT1G69070.Araport11.447	705
5929	AT1G69080.Araport11.447	901
5930	AT1G69085.Araport11.447	11
5931	AT1G69090.Araport11.447	1
5932	AT1G69100.Araport11.447	6
5933	AT1G69120.Araport11.447	16
5934	AT1G69150.Araport11.447	11
5935	AT1G69160.Araport11.447	11
5936	AT1G69170.Araport11.447	91
5937	AT1G69180.Araport11.447	3
5938	AT1G69190.Araport11.447	1
5939	AT1G69200.Araport11.447	140
5940	AT1G69210.Araport11.447	344
5941	AT1G69220.Araport11.447	904
5942	AT1G69230.Araport11.447	4
5943	AT1G69240.Araport11.447	378
5944	AT1G69250.Araport11.447	646
5945	AT1G69260.Araport11.447	307
5946	AT1G69270.Araport11.447	551
5947	AT1G69280.Araport11.447	34
5948	AT1G69290.Araport11.447	42
5949	AT1G69295.Araport11.447	1260
5950	AT1G69310.Araport11.447	558
5951	AT1G69320.Araport11.447	0
5952	AT1G69325.Araport11.447	94
5953	AT1G69330.Araport11.447	683
5954	AT1G69340.Araport11.447	1305
5955	AT1G69350.Araport11.447	21
5956	AT1G69360.Araport11.447	787
5957	AT1G69370.Araport11.447	349
5958	AT1G69380.Araport11.447	328
5959	AT1G69390.Araport11.447	657
5960	AT1G69400.Araport11.447	102
5961	AT1G69410.Araport11.447	6419
5962	AT1G69420.Araport11.447	554
5963	AT1G69430.Araport11.447	21
5964	AT1G69440.Araport11.447	42
5965	AT1G69450.Araport11.447	1966
5966	AT1G69460.Araport11.447	6681
5967	AT1G69470.Araport11.447	0
5968	AT1G69480.Araport11.447	43
5969	AT1G69485.Araport11.447	55
5970	AT1G69490.Araport11.447	13
5971	AT1G69500.Araport11.447	9
5972	AT1G69510.Araport11.447	12965
5973	AT1G69520.Araport11.447	193
5974	AT1G69523.Araport11.447	11
5975	AT1G69526.Araport11.447	2773
5976	AT1G69530.Araport11.447	376
5977	AT1G69540.Araport11.447	9
5978	AT1G69550.Araport11.447	60
5979	AT1G69560.Araport11.447	10
5980	AT1G69570.Araport11.447	257
5981	AT1G69580.Araport11.447	392
5982	AT1G69588.Araport11.447	83
5983	AT1G69600.Araport11.447	3608
5984	AT1G69610.Araport11.447	35
5985	AT1G69620.Araport11.447	25101
5986	AT1G69630.Araport11.447	5
5987	AT1G69640.Araport11.447	2213
5988	AT1G69650.Araport11.447	1
5989	AT1G69660.Araport11.447	1
5990	AT1G69670.Araport11.447	146
5991	AT1G69680.Araport11.447	414
5992	AT1G69690.Araport11.447	200
5993	AT1G69700.Araport11.447	2508
5994	AT1G69710.Araport11.447	16
5995	AT1G69720.Araport11.447	1
5996	AT1G69730.Araport11.447	4
5997	AT1G69740.Araport11.447	964
5998	AT1G69750.Araport11.447	769
5999	AT1G69760.Araport11.447	2850
6000	AT1G69770.Araport11.447	843
6001	AT1G69780.Araport11.447	1336
6002	AT1G69790.Araport11.447	274
6003	AT1G69800.Araport11.447	274
6004	AT1G69810.Araport11.447	1202
6005	AT1G69818.Araport11.447	1
6006	AT1G69820.Araport11.447	2
6007	AT1G69825.Araport11.447	0
6008	AT1G69828.Araport11.447	0
6009	AT1G69830.Araport11.447	176
6010	AT1G69840.Araport11.447	323
6011	AT1G69850.Araport11.447	1335
6012	AT1G69860.Araport11.447	6
6013	AT1G69870.Araport11.447	27
6014	AT1G69880.Araport11.447	20
6015	AT1G69890.Araport11.447	178
6016	AT1G69900.Araport11.447	208
6017	AT1G69910.Araport11.447	154
6018	AT1G69920.Araport11.447	14
6019	AT1G69930.Araport11.447	81
6020	AT1G69935.Araport11.447	205
6021	AT1G69940.Araport11.447	2
6022	AT1G69960.Araport11.447	1432
6023	AT1G69970.Araport11.447	69
6024	AT1G69980.Araport11.447	1683
6025	AT1G69990.Araport11.447	4
6026	AT1G70000.Araport11.447	712
6027	AT1G70020.Araport11.447	3
6028	AT1G70030.Araport11.447	3
6029	AT1G70040.Araport11.447	3
6030	AT1G70060.Araport11.447	373
6031	AT1G70070.Araport11.447	110
6032	AT1G70080.Araport11.447	12
6033	AT1G70090.Araport11.447	272
6034	AT1G70100.Araport11.447	151
6035	AT1G70110.Araport11.447	1
6036	AT1G70120.Araport11.447	1
6037	AT1G70130.Araport11.447	2
6038	AT1G70140.Araport11.447	237
6039	AT1G70150.Araport11.447	448
6040	AT1G70160.Araport11.447	2845
6041	AT1G70170.Araport11.447	839
6042	AT1G70175.Araport11.447	0
6043	AT1G70180.Araport11.447	975
6044	AT1G70190.Araport11.447	1984
6045	AT1G70200.Araport11.447	221
6046	AT1G70210.Araport11.447	756
6047	AT1G70209.Araport11.447	0
6048	AT1G70220.Araport11.447	7
6049	AT1G70230.Araport11.447	1093
6050	AT1G70250.Araport11.447	87
6051	AT1G70260.Araport11.447	14
6052	AT1G70270.Araport11.447	2
6053	AT1G70280.Araport11.447	465
6054	AT1G70290.Araport11.447	1128
6055	AT1G70300.Araport11.447	1155
6056	AT1G70310.Araport11.447	5912
6057	AT1G70320.Araport11.447	655
6058	AT1G70330.Araport11.447	791
6059	AT1G70335.Araport11.447	0
6060	AT1G70340.Araport11.447	229
6061	AT1G70350.Araport11.447	1761
6062	AT1G70360.Araport11.447	116
6063	AT1G70370.Araport11.447	1033
6064	AT1G70380.Araport11.447	0
6065	AT1G70390.Araport11.447	5
6066	AT1G70400.Araport11.447	1
6067	AT1G70410.Araport11.447	10330
6068	AT1G70420.Araport11.447	315
6069	AT1G70430.Araport11.447	37
6070	AT1G70440.Araport11.447	38
6071	AT1G70450.Araport11.447	67
6072	AT1G70460.Araport11.447	342
6073	AT1G70470.Araport11.447	112
6074	AT1G70475.Araport11.447	0
6075	AT1G70480.Araport11.447	617
6076	AT1G70490.Araport11.447	11823
6077	AT1G70500.Araport11.447	84
6078	AT1G70505.Araport11.447	60
6079	AT1G70510.Araport11.447	41
6080	AT1G70520.Araport11.447	381
6081	AT1G70530.Araport11.447	674
6082	AT1G70540.Araport11.447	1
6083	AT1G70550.Araport11.447	338
6084	AT1G70560.Araport11.447	303
6085	AT1G70570.Araport11.447	862
6086	AT1G70580.Araport11.447	898
6087	AT1G70590.Araport11.447	842
6088	AT1G70600.Araport11.447	56953
6089	AT1G70610.Araport11.447	176
6090	AT1G70620.Araport11.447	999
6091	AT1G70630.Araport11.447	52
6092	AT1G70640.Araport11.447	68
6093	AT1G70650.Araport11.447	71
6094	AT1G70660.Araport11.447	270
6095	AT1G70670.Araport11.447	1212
6096	AT1G70680.Araport11.447	5
6097	AT1G70690.Araport11.447	1074
6098	AT1G70700.Araport11.447	365
6099	AT1G70710.Araport11.447	1868
6100	AT1G70720.Araport11.447	19
6101	AT1G70730.Araport11.447	999
6102	AT1G70740.Araport11.447	263
6103	AT1G70750.Araport11.447	223
6104	AT1G70760.Araport11.447	6
6105	AT1G70770.Araport11.447	4499
6106	AT1G70780.Araport11.447	6466
6107	AT1G70790.Araport11.447	531
6108	AT1G70800.Araport11.447	139
6109	AT1G70810.Araport11.447	344
6110	AT1G70820.Araport11.447	14
6111	AT1G70830.Araport11.447	109
6112	AT1G70840.Araport11.447	1
6113	AT1G70850.Araport11.447	20329
6114	AT1G70860.Araport11.447	297
6115	AT1G70870.Araport11.447	0
6116	AT1G70880.Araport11.447	412
6117	AT1G70890.Araport11.447	1406
6118	AT1G70895.Araport11.447	342
6119	AT1G70900.Araport11.447	734
6120	AT1G70910.Araport11.447	8
6121	AT1G70920.Araport11.447	53
6122	AT1G70940.Araport11.447	1001
6123	AT1G70944.Araport11.447	2
6124	AT1G70949.Araport11.447	2
6125	AT1G70950.Araport11.447	395
6126	AT1G70960.Araport11.447	2
6127	AT1G70970.Araport11.447	1
6128	AT1G70980.Araport11.447	1479
6129	AT1G70985.Araport11.447	33
6130	AT1G70990.Araport11.447	437
6131	AT1G71000.Araport11.447	1
6132	AT1G71010.Araport11.447	2922
6133	AT1G71015.Araport11.447	240
6134	AT1G71020.Araport11.447	1236
6135	AT1G71030.Araport11.447	474
6136	AT1G71040.Araport11.447	411
6137	AT1G71050.Araport11.447	30
6138	AT1G71060.Araport11.447	114
6139	AT1G71070.Araport11.447	1864
6140	AT1G71080.Araport11.447	742
6141	AT1G71090.Araport11.447	1310
6142	AT1G71100.Araport11.447	500
6143	AT1G71110.Araport11.447	380
6144	AT1G71120.Araport11.447	3
6145	AT1G71130.Araport11.447	375
6146	AT1G71140.Araport11.447	37
6147	AT1G71150.Araport11.447	2
6148	AT1G71160.Araport11.447	2
6149	AT1G71170.Araport11.447	831
6150	AT1G71180.Araport11.447	175
6151	AT1G71190.Araport11.447	950
6152	AT1G71200.Araport11.447	54
6153	AT1G71210.Araport11.447	377
6154	AT1G71220.Araport11.447	769
6155	AT1G71230.Araport11.447	455
6156	AT1G71235.Araport11.447	4
6157	AT1G71240.Araport11.447	252
6158	AT1G71250.Araport11.447	2
6159	AT1G71260.Araport11.447	2083
6160	AT1G71270.Araport11.447	1000
6161	AT1G71280.Araport11.447	33
6162	AT1G71290.Araport11.447	2
6163	AT1G71300.Araport11.447	3
6164	AT1G71310.Araport11.447	295
6165	AT1G71320.Araport11.447	2
6166	AT1G71330.Araport11.447	10
6167	AT1G71340.Araport11.447	2586
6168	AT1G71350.Araport11.447	770
6169	AT1G71360.Araport11.447	152
6170	AT1G71370.Araport11.447	3
6171	AT1G71380.Araport11.447	232
6172	AT1G71390.Araport11.447	6
6173	AT1G71400.Araport11.447	815
6174	AT1G71410.Araport11.447	686
6175	AT1G71420.Araport11.447	29
6176	AT1G71430.Araport11.447	758
6177	AT1G71440.Araport11.447	471
6178	AT1G71450.Araport11.447	0
6179	AT1G71460.Araport11.447	99
6180	AT1G71470.Araport11.447	1
6181	AT1G71480.Araport11.447	75
6182	AT1G71490.Araport11.447	12
6183	AT1G71500.Araport11.447	436
6184	AT1G71520.Araport11.447	157
6185	AT1G71530.Araport11.447	361
6186	AT1G71680.Araport11.447	14
6187	AT1G71690.Araport11.447	4
6188	AT1G71691.Araport11.447	2
6189	AT1G71692.Araport11.447	563
6190	AT1G71695.Araport11.447	1584
6191	AT1G71696.Araport11.447	610
6192	AT1G71697.Araport11.447	1795
6193	AT1G71710.Araport11.447	195
6194	AT1G71720.Araport11.447	138
6195	AT1G71730.Araport11.447	1673
6196	AT1G71740.Araport11.447	2717
6197	AT1G71750.Araport11.447	350
