	Gene	merge1
769	AT1G08125.Araport11.447	454
770	AT1G08130.Araport11.447	920
771	AT1G08135.Araport11.447	15
772	AT1G08140.Araport11.447	0
773	AT1G08150.Araport11.447	3
774	AT1G08160.Araport11.447	1380
775	AT1G08165.Araport11.447	2
776	AT1G08170.Araport11.447	2
777	AT1G08180.Araport11.447	232
778	AT1G08190.Araport11.447	1931
779	AT1G08200.Araport11.447	7023
780	AT1G08210.Araport11.447	328
781	AT1G08220.Araport11.447	607
782	AT1G08230.Araport11.447	818
783	AT1G08250.Araport11.447	0
784	AT1G08260.Araport11.447	228
785	AT1G08270.Araport11.447	19
786	AT1G08280.Araport11.447	207
787	AT1G08290.Araport11.447	30
788	AT1G08300.Araport11.447	46
789	AT1G08310.Araport11.447	171
790	AT1G08315.Araport11.447	731
791	AT1G08320.Araport11.447	1371
792	AT1G08340.Araport11.447	596
793	AT1G08350.Araport11.447	700
794	AT1G08360.Araport11.447	22435
795	AT1G08370.Araport11.447	1363
796	AT1G08380.Araport11.447	970
797	AT1G08390.Araport11.447	120
798	AT1G08400.Araport11.447	245
799	AT1G08410.Araport11.447	800
800	AT1G08420.Araport11.447	780
801	AT1G08430.Araport11.447	142
802	AT1G08440.Araport11.447	9
803	AT1G08450.Araport11.447	1426
804	AT1G08460.Araport11.447	790
805	AT1G08465.Araport11.447	14
806	AT1G08470.Araport11.447	357
807	AT1G08480.Araport11.447	6397
808	AT1G08490.Araport11.447	944
809	AT1G08500.Araport11.447	1611
810	AT1G08510.Araport11.447	2545
811	AT1G08520.Araport11.447	435
812	AT1G08530.Araport11.447	654
813	AT1G08540.Araport11.447	177
814	AT1G08550.Araport11.447	48
815	AT1G08560.Araport11.447	610
816	AT1G08570.Araport11.447	2516
817	AT1G08580.Araport11.447	4200
818	AT1G08590.Araport11.447	599
819	AT1G08600.Araport11.447	533
820	AT1G08610.Araport11.447	188
821	AT1G08620.Araport11.447	411
822	AT1G08630.Araport11.447	33
823	AT1G08640.Araport11.447	703
824	AT1G08645.Araport11.447	0
825	AT1G08650.Araport11.447	1361
826	AT1G08660.Araport11.447	1523
827	AT1G08670.Araport11.447	710
828	AT1G08680.Araport11.447	389
829	AT1G08695.Araport11.447	0
830	AT1G08700.Araport11.447	950
831	AT1G08710.Araport11.447	768
832	AT1G08720.Araport11.447	234
833	AT1G08730.Araport11.447	65
834	AT1G08750.Araport11.447	629
835	AT1G08760.Araport11.447	458
836	AT1G08770.Araport11.447	2307
837	AT1G08780.Araport11.447	1260
838	AT1G08790.Araport11.447	2
839	AT1G08800.Araport11.447	444
840	AT1G08810.Araport11.447	14
841	AT1G08820.Araport11.447	1370
842	AT1G08830.Araport11.447	26824
843	AT1G08840.Araport11.447	88
844	AT1G08845.Araport11.447	480
845	AT1G08860.Araport11.447	1
846	AT1G08880.Araport11.447	3276
847	AT1G08890.Araport11.447	791
848	AT1G08900.Araport11.447	278
849	AT1G08910.Araport11.447	160
850	AT1G08920.Araport11.447	1712
851	AT1G08930.Araport11.447	2473
852	AT1G08940.Araport11.447	741
853	AT1G08960.Araport11.447	217
854	AT1G08970.Araport11.447	1066
855	AT1G08980.Araport11.447	61
856	AT1G08985.Araport11.447	2
857	AT1G08990.Araport11.447	663
858	AT1G09000.Araport11.447	183
859	AT1G09010.Araport11.447	537
860	AT1G09020.Araport11.447	952
861	AT1G09030.Araport11.447	2
862	AT1G09040.Araport11.447	65
863	AT1G09050.Araport11.447	52
864	AT1G09060.Araport11.447	194
865	AT1G09070.Araport11.447	929
866	AT1G09080.Araport11.447	11
867	AT1G09090.Araport11.447	487
868	AT1G09100.Araport11.447	1104
869	AT1G09130.Araport11.447	766
870	AT1G09140.Araport11.447	2802
871	AT1G09150.Araport11.447	2349
872	AT1G09155.Araport11.447	156
873	AT1G09157.Araport11.447	2
874	AT1G09160.Araport11.447	1647
875	AT1G09170.Araport11.447	139
876	AT1G09176.Araport11.447	39
877	AT1G09180.Araport11.447	6
878	AT1G09190.Araport11.447	180
879	AT1G09195.Araport11.447	150
880	AT1G09200.Araport11.447	4683
881	AT1G09210.Araport11.447	8867
882	AT1G09220.Araport11.447	66
883	AT1G09230.Araport11.447	411
884	AT1G09240.Araport11.447	3
885	AT1G09245.Araport11.447	0
886	AT1G09250.Araport11.447	2678
887	AT1G09260.Araport11.447	1
888	AT1G09270.Araport11.447	3096
889	AT1G09280.Araport11.447	720
890	AT1G09290.Araport11.447	575
891	AT1G09300.Araport11.447	528
892	AT1G09310.Araport11.447	170
893	AT1G09320.Araport11.447	125
894	AT1G09330.Araport11.447	3794
895	AT1G09340.Araport11.447	217
896	AT1G09350.Araport11.447	104
897	AT1G09360.Araport11.447	3
898	AT1G09370.Araport11.447	2
899	AT1G09380.Araport11.447	19
900	AT1G09390.Araport11.447	160
901	AT1G09400.Araport11.447	16
902	AT1G09410.Araport11.447	16
903	AT1G09415.Araport11.447	82
904	AT1G09420.Araport11.447	270
905	AT1G09430.Araport11.447	1777
906	AT1G09440.Araport11.447	82
907	AT1G09450.Araport11.447	169
908	AT1G09460.Araport11.447	1246
909	AT1G09470.Araport11.447	252
910	AT1G09480.Araport11.447	148
911	AT1G09483.Araport11.447	0
912	AT1G09490.Araport11.447	601
913	AT1G09500.Araport11.447	9
914	AT1G09510.Araport11.447	0
915	AT1G09520.Araport11.447	1300
916	AT1G09530.Araport11.447	99
917	AT1G09540.Araport11.447	222
918	AT1G09550.Araport11.447	3
919	AT1G09560.Araport11.447	9551
920	AT1G09570.Araport11.447	1472
921	AT1G09575.Araport11.447	172
922	AT1G09580.Araport11.447	1265
923	AT1G09590.Araport11.447	20346
924	AT1G09600.Araport11.447	52
925	AT1G09610.Araport11.447	111
926	AT1G09620.Araport11.447	1951
927	AT1G09625.Araport11.447	8
928	AT1G09630.Araport11.447	1959
929	AT1G09640.Araport11.447	3624
930	AT1G09645.Araport11.447	1652
931	AT1G09650.Araport11.447	39
932	AT1G09660.Araport11.447	2324
933	AT1G09665.Araport11.447	1
934	AT1G09680.Araport11.447	66
935	AT1G09690.Araport11.447	32265
936	AT1G09700.Araport11.447	673
937	AT1G09710.Araport11.447	82
938	AT1G09720.Araport11.447	2
939	AT1G09730.Araport11.447	761
940	AT1G09740.Araport11.447	6819
941	AT1G09750.Araport11.447	129
942	AT1G09760.Araport11.447	2212
943	AT1G09770.Araport11.447	2020
944	AT1G09780.Araport11.447	3666
945	AT1G09790.Araport11.447	1
946	AT1G09794.Araport11.447	315
947	AT1G09795.Araport11.447	607
948	AT1G09800.Araport11.447	166
949	AT1G09810.Araport11.447	367
950	AT1G09812.Araport11.447	79
951	AT1G09815.Araport11.447	1387
952	AT1G09820.Araport11.447	68
953	AT1G09830.Araport11.447	637
954	AT1G09840.Araport11.447	1291
955	AT1G09850.Araport11.447	792
956	AT1G09860.Araport11.447	13
957	AT1G09870.Araport11.447	1420
958	AT1G09880.Araport11.447	13
959	AT1G09890.Araport11.447	97
960	AT1G09900.Araport11.447	131
961	AT1G09910.Araport11.447	165
962	AT1G09920.Araport11.447	2225
963	AT1G09930.Araport11.447	2
964	AT1G09932.Araport11.447	198
965	AT1G09935.Araport11.447	0
966	AT1G09940.Araport11.447	291
967	AT1G09950.Araport11.447	16
968	AT1G09960.Araport11.447	285
969	AT1G09970.Araport11.447	5952
970	AT1G09980.Araport11.447	478
971	AT1G09995.Araport11.447	427
972	AT1G10000.Araport11.447	41
973	AT1G10010.Araport11.447	4
974	AT1G10020.Araport11.447	465
975	AT1G10030.Araport11.447	3305
976	AT1G10040.Araport11.447	210
977	AT1G10050.Araport11.447	241
978	AT1G10060.Araport11.447	25
979	AT1G10070.Araport11.447	317
980	AT1G10090.Araport11.447	334
981	AT1G10095.Araport11.447	32
982	AT1G10100.Araport11.447	5
983	AT1G10110.Araport11.447	12
984	AT1G10120.Araport11.447	740
985	AT1G10130.Araport11.447	1234
986	AT1G10140.Araport11.447	1505
987	AT1G10150.Araport11.447	0
988	AT1G10155.Araport11.447	5
989	AT1G10170.Araport11.447	327
990	AT1G10180.Araport11.447	551
991	AT1G10190.Araport11.447	6
992	AT1G10200.Araport11.447	4412
993	AT1G10210.Araport11.447	415
994	AT1G10220.Araport11.447	76
995	AT1G10225.Araport11.447	3
996	AT1G10230.Araport11.447	407
997	AT1G10240.Araport11.447	64
998	AT1G10250.Araport11.447	0
999	AT1G10270.Araport11.447	284
1000	AT1G10280.Araport11.447	210
1001	AT1G10290.Araport11.447	1810
1002	AT1G10300.Araport11.447	140
1003	AT1G10310.Araport11.447	731
1004	AT1G10320.Araport11.447	162
1005	AT1G10330.Araport11.447	69
1006	AT1G10340.Araport11.447	137
1007	AT1G10350.Araport11.447	518
1008	AT1G10360.Araport11.447	111
1009	AT1G10370.Araport11.447	123
1010	AT1G10380.Araport11.447	819
1011	AT1G10385.Araport11.447	19
1012	AT1G10390.Araport11.447	795
1013	AT1G10395.Araport11.447	0
1014	AT1G10400.Araport11.447	205
1015	AT1G10410.Araport11.447	2070
1016	AT1G10417.Araport11.447	99
1017	AT1G10430.Araport11.447	1526
1018	AT1G10450.Araport11.447	180
1019	AT1G10455.Araport11.447	4
1020	AT1G10460.Araport11.447	117
1021	AT1G10470.Araport11.447	5334
1022	AT1G10480.Araport11.447	499
1023	AT1G10490.Araport11.447	397
1024	AT1G10500.Araport11.447	755
1025	AT1G10510.Araport11.447	219
1026	AT1G10520.Araport11.447	124
1027	AT1G10522.Araport11.447	347
1028	AT1G10530.Araport11.447	712
1029	AT1G10540.Araport11.447	8
1030	AT1G10550.Araport11.447	129
1031	AT1G10560.Araport11.447	241
1032	AT1G10570.Araport11.447	677
1033	AT1G10580.Araport11.447	573
1034	AT1G10585.Araport11.447	0
1035	AT1G10586.Araport11.447	3
1036	AT1G10588.Araport11.447	1
1037	AT1G10590.Araport11.447	9747
1038	AT1G10600.Araport11.447	589
1039	AT1G10610.Araport11.447	127
1040	AT1G10620.Araport11.447	1
1041	AT1G10630.Araport11.447	7367
1042	AT1G10640.Araport11.447	18
1043	AT1G10650.Araport11.447	662
1044	AT1G10657.Araport11.447	13
1045	AT1G10660.Araport11.447	576
1046	AT1G10670.Araport11.447	10939
1047	AT1G10680.Araport11.447	9
1048	AT1G10690.Araport11.447	456
1049	AT1G10700.Araport11.447	759
1050	AT1G10710.Araport11.447	8
1051	AT1G10715.Araport11.447	0
1052	AT1G10717.Araport11.447	0
1053	AT1G10720.Araport11.447	1037
1054	AT1G10730.Araport11.447	353
1055	AT1G10740.Araport11.447	1008
1056	AT1G10745.Araport11.447	0
1057	AT1G10747.Araport11.447	2
1058	AT1G10750.Araport11.447	106
1059	AT1G10760.Araport11.447	485
1060	AT1G10770.Araport11.447	13
1061	AT1G10780.Araport11.447	239
1062	AT1G10790.Araport11.447	111
1063	AT1G10800.Araport11.447	35
1064	AT1G10810.Araport11.447	209
1065	AT1G10820.Araport11.447	348
1066	AT1G10830.Araport11.447	461
1067	AT1G10840.Araport11.447	4826
1068	AT1G10850.Araport11.447	369
1069	AT1G10865.Araport11.447	1018
1070	AT1G10870.Araport11.447	378
1071	AT1G10875.Araport11.447	1
1072	AT1G10880.Araport11.447	1
1073	AT1G10890.Araport11.447	1234
1074	AT1G10900.Araport11.447	808
1075	AT1G10910.Araport11.447	316
1076	AT1G10920.Araport11.447	22
1077	AT1G10930.Araport11.447	188
1078	AT1G10940.Araport11.447	633
1079	AT1G10950.Araport11.447	9151
1080	AT1G10960.Araport11.447	1231
1081	AT1G10970.Araport11.447	346
1082	AT1G10980.Araport11.447	2
1083	AT1G10990.Araport11.447	332
1084	AT1G11000.Araport11.447	1061
1085	AT1G11020.Araport11.447	577
1086	AT1G11040.Araport11.447	2
1087	AT1G11050.Araport11.447	238
1088	AT1G11060.Araport11.447	391
1089	AT1G11070.Araport11.447	45
1090	AT1G11080.Araport11.447	72
1091	AT1G11090.Araport11.447	184
1092	AT1G11100.Araport11.447	73
1093	AT1G11110.Araport11.447	4
1094	AT1G11112.Araport11.447	1
1095	AT1G11120.Araport11.447	126
1096	AT1G11125.Araport11.447	85
1097	AT1G11130.Araport11.447	162
1098	AT1G11145.Araport11.447	2
1099	AT1G11160.Araport11.447	128
1100	AT1G11170.Araport11.447	172
1101	AT1G11180.Araport11.447	137
1102	AT1G11190.Araport11.447	345
1103	AT1G11200.Araport11.447	1249
1104	AT1G11210.Araport11.447	267
1105	AT1G11220.Araport11.447	256
1106	AT1G11230.Araport11.447	1
1107	AT1G11240.Araport11.447	1664
1108	AT1G11250.Araport11.447	0
1109	AT1G11260.Araport11.447	1838
1110	AT1G11270.Araport11.447	290
1111	AT1G11280.Araport11.447	304
1112	AT1G11290.Araport11.447	23
1113	AT1G11300.Araport11.447	23
1114	AT1G11303.Araport11.447	8
1115	AT1G11310.Araport11.447	1240
1116	AT1G11320.Araport11.447	45
1117	AT1G11330.Araport11.447	44
1118	AT1G11340.Araport11.447	0
1119	AT1G11350.Araport11.447	30
1120	AT1G11360.Araport11.447	2982
1121	AT1G11362.Araport11.447	9
1122	AT1G11370.Araport11.447	3
1123	AT1G11380.Araport11.447	892
1124	AT1G11390.Araport11.447	554
1125	AT1G11400.Araport11.447	2292
1126	AT1G11410.Araport11.447	16
1127	AT1G11420.Araport11.447	158
1128	AT1G11430.Araport11.447	1086
1129	AT1G11440.Araport11.447	326
1130	AT1G11450.Araport11.447	1170
1131	AT1G11460.Araport11.447	65
1132	AT1G11470.Araport11.447	2
1133	AT1G11475.Araport11.447	3019
1134	AT1G11480.Araport11.447	2448
1135	AT1G11490.Araport11.447	67
1136	AT1G11500.Araport11.447	62
1137	AT1G11510.Araport11.447	0
1138	AT1G11520.Araport11.447	1
1139	AT1G11530.Araport11.447	625
1140	AT1G11540.Araport11.447	190
1141	AT1G11545.Araport11.447	6193
1142	AT1G11560.Araport11.447	3
1143	AT1G11570.Araport11.447	120
1144	AT1G11572.Araport11.447	7
1145	AT1G11580.Araport11.447	8609
1146	AT1G11590.Araport11.447	4
1147	AT1G11591.Araport11.447	327
1148	AT1G11593.Araport11.447	1
1149	AT1G11600.Araport11.447	20
1150	AT1G11608.Araport11.447	1
1151	AT1G11610.Araport11.447	1
1152	AT1G11620.Araport11.447	3
1153	AT1G11630.Araport11.447	154
1154	AT1G11650.Araport11.447	5598
1155	AT1G11655.Araport11.447	148
1156	AT1G11660.Araport11.447	592
1157	AT1G11670.Araport11.447	6179
1158	AT1G11680.Araport11.447	6147
1159	AT1G11684.Araport11.447	1
1160	AT1G11690.Araport11.447	11
1161	AT1G11700.Araport11.447	391
1162	AT1G11710.Araport11.447	46
1163	AT1G11720.Araport11.447	173
1164	AT1G11730.Araport11.447	47
1165	AT1G11740.Araport11.447	788
1166	AT1G11750.Araport11.447	1973
1167	AT1G11755.Araport11.447	257
1168	AT1G11760.Araport11.447	443
1169	AT1G11765.Araport11.447	2
1170	AT1G11770.Araport11.447	0
1171	AT1G11780.Araport11.447	760
1172	AT1G11785.Araport11.447	1
1173	AT1G11790.Araport11.447	607
1174	AT1G11800.Araport11.447	412
1175	AT1G11810.Araport11.447	1
1176	AT1G11820.Araport11.447	526
1177	AT1G11840.Araport11.447	4528
1178	AT1G11850.Araport11.447	3
1179	AT1G11860.Araport11.447	5087
1180	AT1G11870.Araport11.447	267
1181	AT1G11880.Araport11.447	269
1182	AT1G11890.Araport11.447	1630
1183	AT1G11900.Araport11.447	118
1184	AT1G11905.Araport11.447	818
1185	AT1G11910.Araport11.447	5508
1186	AT1G11915.Araport11.447	69
1187	AT1G11920.Araport11.447	39
1188	AT1G11925.Araport11.447	1
1189	AT1G11930.Araport11.447	1080
1190	AT1G11940.Araport11.447	144
1191	AT1G11950.Araport11.447	127
1192	AT1G11960.Araport11.447	108
1193	AT1G11970.Araport11.447	2
1194	AT1G11980.Araport11.447	2
1195	AT1G11990.Araport11.447	4
1196	AT1G12000.Araport11.447	14488
1197	AT1G12010.Araport11.447	311
1198	AT1G12020.Araport11.447	432
1199	AT1G12030.Araport11.447	4
1200	AT1G12040.Araport11.447	1352
1201	AT1G12050.Araport11.447	506
1202	AT1G12060.Araport11.447	143
1203	AT1G12064.Araport11.447	2
1204	AT1G12070.Araport11.447	22
1205	AT1G12080.Araport11.447	17125
1206	AT1G12090.Araport11.447	27503
1207	AT1G12100.Araport11.447	31
1208	AT1G12110.Araport11.447	4424
1209	AT1G12120.Araport11.447	1161
1210	AT1G12130.Araport11.447	3
1211	AT1G12140.Araport11.447	1227
1212	AT1G12150.Araport11.447	102
1213	AT1G12160.Araport11.447	1710
1214	AT1G12170.Araport11.447	2
1215	AT1G12180.Araport11.447	1
1216	AT1G12190.Araport11.447	0
1217	AT1G12200.Araport11.447	414
1218	AT1G12210.Araport11.447	73
1219	AT1G12211.Araport11.447	0
1220	AT1G12220.Araport11.447	46
1221	AT1G12230.Araport11.447	5308
1222	AT1G12240.Araport11.447	2246
1223	AT1G12244.Araport11.447	203
1224	AT1G12250.Araport11.447	94
1225	AT1G12260.Araport11.447	68
1226	AT1G12270.Araport11.447	1661
1227	AT1G12280.Araport11.447	22
1228	AT1G12290.Araport11.447	96
1229	AT1G12300.Araport11.447	76
1230	AT1G12320.Araport11.447	258
1231	AT1G12310.Araport11.447	0
1232	AT1G12330.Araport11.447	72
1233	AT1G12340.Araport11.447	5
1234	AT1G12350.Araport11.447	962
1235	AT1G12360.Araport11.447	1760
1236	AT1G12370.Araport11.447	265
1237	AT1G12380.Araport11.447	70
1238	AT1G12390.Araport11.447	1804
1239	AT1G12400.Araport11.447	861
1240	AT1G12410.Araport11.447	1411
1241	AT1G12411.Araport11.447	1
1242	AT1G12420.Araport11.447	355
1243	AT1G12430.Araport11.447	146
1244	AT1G12440.Araport11.447	2690
1245	AT1G12450.Araport11.447	526
1246	AT1G12460.Araport11.447	74
1247	AT1G12470.Araport11.447	595
1248	AT1G12480.Araport11.447	4
1249	AT1G12490.Araport11.447	0
1250	AT1G12500.Araport11.447	973
1251	AT1G12520.Araport11.447	4026
1252	AT1G12530.Araport11.447	1215
1253	AT1G12540.Araport11.447	1
1254	AT1G12550.Araport11.447	303
1255	AT1G12560.Araport11.447	2309
1256	AT1G12570.Araport11.447	6
1257	AT1G12580.Araport11.447	1419
1258	AT1G12600.Araport11.447	103
1259	AT1G12610.Araport11.447	3
1260	AT1G12615.Araport11.447	0
1261	AT1G12620.Araport11.447	96
1262	AT1G12630.Araport11.447	4
1263	AT1G12640.Araport11.447	2770
1264	AT1G12650.Araport11.447	1205
1265	AT1G12660.Araport11.447	4
1266	AT1G12663.Araport11.447	7
1267	AT1G12665.Araport11.447	1
1268	AT1G12672.Araport11.447	2
1269	AT1G12680.Araport11.447	612
1270	AT1G12700.Araport11.447	34
1271	AT1G12710.Araport11.447	374
1272	AT1G12730.Araport11.447	163
1273	AT1G12740.Araport11.447	3671
1274	AT1G12750.Araport11.447	444
1275	AT1G12760.Araport11.447	1197
1276	AT1G12770.Araport11.447	161
1277	AT1G12775.Araport11.447	115
1278	AT1G12780.Araport11.447	2076
1279	AT1G12790.Araport11.447	134
1280	AT1G12800.Araport11.447	211
1281	AT1G12805.Araport11.447	4
1282	AT1G12810.Araport11.447	1491
1283	AT1G12820.Araport11.447	824
1284	AT1G12840.Araport11.447	12575
1285	AT1G12830.Araport11.447	0
1286	AT1G12845.Araport11.447	414
1287	AT1G12850.Araport11.447	1712
1288	AT1G12855.Araport11.447	1
1289	AT1G12860.Araport11.447	77
1290	AT1G12870.Araport11.447	8
1291	AT1G12880.Araport11.447	112
1292	AT1G12890.Araport11.447	7
1293	AT1G12900.Araport11.447	190
1294	AT1G12910.Araport11.447	3050
1295	AT1G12920.Araport11.447	5993
1296	AT1G12930.Araport11.447	373
1297	AT1G12940.Araport11.447	3
1298	AT1G12950.Araport11.447	148
1299	AT1G12960.Araport11.447	2
1300	AT1G12970.Araport11.447	350
1301	AT1G12980.Araport11.447	0
1302	AT1G12990.Araport11.447	301
1303	AT1G13000.Araport11.447	477
1304	AT1G13020.Araport11.447	478
1305	AT1G13030.Araport11.447	275
1306	AT1G13040.Araport11.447	42
1307	AT1G13050.Araport11.447	42
1308	AT1G13060.Araport11.447	1508
1309	AT1G13080.Araport11.447	5030
1310	AT1G13090.Araport11.447	450
1311	AT1G13100.Araport11.447	663
1312	AT1G13110.Araport11.447	2821
1313	AT1G13120.Araport11.447	456
1314	AT1G13130.Araport11.447	24
1315	AT1G13140.Araport11.447	18
1316	AT1G13143.Araport11.447	0
1317	AT1G13150.Araport11.447	23
1318	AT1G13160.Araport11.447	1326
1319	AT1G13170.Araport11.447	553
1320	AT1G13180.Araport11.447	321
1321	AT1G13190.Araport11.447	533
1322	AT1G13195.Araport11.447	714
1323	AT1G13200.Araport11.447	18
1324	AT1G13210.Araport11.447	234
1325	AT1G13220.Araport11.447	538
1326	AT1G13230.Araport11.447	26
1327	AT1G13245.Araport11.447	380
1328	AT1G13250.Araport11.447	82
1329	AT1G13260.Araport11.447	888
1330	AT1G13270.Araport11.447	181
1331	AT1G13280.Araport11.447	2749
1332	AT1G13290.Araport11.447	10
1333	AT1G13300.Araport11.447	1024
1334	AT1G13310.Araport11.447	11
1335	AT1G13320.Araport11.447	1726
1336	AT1G13330.Araport11.447	50
1337	AT1G13340.Araport11.447	162
1338	AT1G13350.Araport11.447	307
1339	AT1G13360.Araport11.447	3919
1340	AT1G13370.Araport11.447	13
1341	AT1G13380.Araport11.447	1131
1342	AT1G13390.Araport11.447	1135
1343	AT1G13400.Araport11.447	5
1344	AT1G13410.Araport11.447	121
1345	AT1G13420.Araport11.447	1010
1346	AT1G13430.Araport11.447	217
1347	AT1G13440.Araport11.447	18072
1348	AT1G13450.Araport11.447	1982
1349	AT1G13460.Araport11.447	773
1350	AT1G13470.Araport11.447	14
1351	AT1G13480.Araport11.447	29
1352	AT1G13485.Araport11.447	1
1353	AT1G13490.Araport11.447	1
1354	AT1G13500.Araport11.447	10
1355	AT1G13510.Araport11.447	300
1356	AT1G13520.Araport11.447	284
1357	AT1G13530.Araport11.447	359
1358	AT1G13540.Araport11.447	113
1359	AT1G13550.Araport11.447	63
1360	AT1G13560.Araport11.447	2901
1361	AT1G13570.Araport11.447	576
1362	AT1G13580.Araport11.447	879
1363	AT1G13590.Araport11.447	2639
1364	AT1G13600.Araport11.447	85
1365	AT1G13605.Araport11.447	2
1366	AT1G13607.Araport11.447	1
1367	AT1G13608.Araport11.447	9
1368	AT1G13609.Araport11.447	1
1369	AT1G13610.Araport11.447	42
1370	AT1G13620.Araport11.447	226
1371	AT1G13630.Araport11.447	37
1372	AT1G13635.Araport11.447	437
1373	AT1G13640.Araport11.447	695
1374	AT1G13650.Araport11.447	2
1375	AT1G13670.Araport11.447	1463
1376	AT1G13680.Araport11.447	3
1377	AT1G13690.Araport11.447	846
1378	AT1G13700.Araport11.447	115
1379	AT1G13710.Araport11.447	14
1380	AT1G13730.Araport11.447	1610
1381	AT1G13740.Araport11.447	254
1382	AT1G13750.Araport11.447	544
1383	AT1G13755.Araport11.447	2
1384	AT1G13760.Araport11.447	1
1385	AT1G13770.Araport11.447	182
1386	AT1G13780.Araport11.447	41
1387	AT1G13790.Araport11.447	7
1388	AT1G13800.Araport11.447	64
1389	AT1G13805.Araport11.447	0
1390	AT1G13810.Araport11.447	310
1391	AT1G13820.Araport11.447	344
1392	AT1G13825.Araport11.447	1
1393	AT1G13830.Araport11.447	770
1394	AT1G13860.Araport11.447	205
1395	AT1G13870.Araport11.447	224
1396	AT1G13880.Araport11.447	735
1397	AT1G13890.Araport11.447	2
1398	AT1G13900.Araport11.447	524
1399	AT1G13910.Araport11.447	158
1400	AT1G13920.Araport11.447	246
1401	AT1G13930.Araport11.447	19869
1402	AT1G13940.Araport11.447	136
1403	AT1G13950.Araport11.447	2296
1404	AT1G13960.Araport11.447	1142
1405	AT1G13970.Araport11.447	810
1406	AT1G13980.Araport11.447	793
1407	AT1G13990.Araport11.447	1504
1408	AT1G14000.Araport11.447	2187
1409	AT1G14010.Araport11.447	2962
1410	AT1G14020.Araport11.447	382
1411	AT1G14030.Araport11.447	48
1412	AT1G14040.Araport11.447	450
1413	AT1G14048.Araport11.447	0
1414	AT1G14060.Araport11.447	1815
